start_station_name,member_casual,rides_total,avg_trip_duration,max_trip_duration,min_trip_duration
Public Rack - Touhy Ave & Oconto Ave,casual,9,17.444444444444443,72,2
Public Rack - Bernard St & Foster Ave,casual,9,15.333333333333336,35,4
Public Rack - Baltimore Ave & 133rd St,member,9,17.0,36,2
Public Rack - Winona St & Elston Ave,member,9,15.333333333333334,30,6
Public Rack - Milwaukee Ave & Lawrence Ave,casual,9,9.11111111111111,14,6
Kildare Ave & Chicago Ave,member,9,18.444444444444443,46,4
Racine Ave & 65th St,member,8,11.375,27,3
Public Rack - Central & Berteau,casual,8,9.625,24,3
Public Rack - Cicero & Rosemont,casual,8,12.75,31,3
Public Rack - Parkside & Elston,casual,8,10.0,15,5
Public Rack - Hamilton Ave & 95th St,member,8,10.625,30,2
Public Rack - Fairfield Ave & 63rd St,casual,8,11.0,23,3
Public Rack - Elston Ave & Gunnison St,casual,8,20.25,74,1
Public Rack - Melvina Ave & Montrose Ave,member,8,25.75,65,4
Public Rack - Natoma Ave & Bryn Mawr Ave,casual,8,10.0,16,5
Public Rack - California Ave & Pershing Rd,casual,8,14.499999999999998,73,1
Public Rack - Bryn Mawr Ave & Milwaukee Ave,casual,8,6.5,15,3
Public Rack - Kostner Ave & North Ave,member,8,7.75,24,2
Public Rack - Central Ave & North Ave,casual,8,9.25,31,2
Public Rack - Jeffery Blvd & 67th St,member,8,49.874999999999993,340,2
Public Rack - Kedzie Ave & 63rd St,casual,8,7.625,23,2
Public Rack - Kildare Ave & 63rd St,casual,8,16.25,72,1
Public Rack - California Ave & Pershing Rd,member,8,14.25,52,2
Public Rack - Western Ave & 47th Pl,casual,8,10.5,24,2
Public Rack - Lawndale Ave & 23rd St,member,8,13.125,47,1
Kildare Ave & 26th St,member,8,20.5,45,6
Public Rack - Irving Park Rd & Menard Ave,casual,8,21.250000000000004,81,5
Public Rack - Sayer & Northwest Hwy,casual,8,18.624999999999996,42,4
Public Rack - Wentworth Park,casual,8,8.5,19,1
Public Rack - Wood St & 103rd St,member,8,6.0,11,2
Public Rack - Leamington & Elston,member,8,26.125,59,5
Public Rack - Halsted St & 111th St,casual,8,7.75,12,3
Public Rack - Western Ave & 100th St,member,8,15.750000000000002,54,3
Public Rack - Langley Ave & Oakwood Blvd,casual,8,23.75,55,3
Public Rack - Mont Clare Ave & Higgins Ave,casual,8,12.75,30,2
St. Louis & 71st St,casual,8,20.875,71,3
Mayfield & Roosevelt Rd,member,8,15.0,27,2
Public Rack - Homan Ave & Roosevelt,casual,8,84.625,414,1
Public Rack - Lamon Ave & Archer Ave,member,8,13.375,28,4
Public Rack - Kedzie Ave & Arthington St,member,8,56.375,356,2
Public Rack - N. Oakview and W. Gregory St,member,8,21.875,38,12
Public Rack - Rutherford Ave & Belmont Ave,casual,8,16.0,39,1
Public Rack - Odell & Talcott,casual,8,15.0,51,2
Public Rack - Milwaukee Ave & Waveland Ave,member,8,17.0,31,5
Public Rack - Pulaski Rd & Lake St,casual,8,10.875,21,1
Public Rack - Kenneth & Carmen,member,8,31.75,96,2
Public Rack - Michigan Ave & 96th St,member,8,16.5,59,1
Public Rack - Ashland Ave & 71st St,casual,8,13.375,27,5
Ada St & 113th St,member,7,16.142857142857142,58,3
Kilbourn Ave & Belden Ave,member,7,19.285714285714288,52,2
Public Rack - Brooks Park,casual,7,10.142857142857142,28,1
Public Rack - Chopin Park,casual,7,8.0,27,2
Public Rack - Pullman - Walmart,member,7,13.428571428571431,20,3
Public Rack - Springfield & 71st,casual,7,13.142857142857142,27,1
Public Rack - Damen Ave & 47th St,casual,7,11.714285714285715,26,1
Public Rack - Pulaski Rd & 51st Rd,casual,7,9.4285714285714288,15,4
Public Rack - 61st St & Melvina Ave,member,7,24.714285714285715,63,6
Public Rack - Halsted St & 102nd St,member,7,9.5714285714285712,13,5
Public Rack - Normal Ave & 111th St,member,7,15.000000000000002,59,1
Public Rack - Western Ave & 96th St,casual,7,11.857142857142856,16,7
Public Rack - Wolcott Ave & 61st St,casual,7,22.285714285714285,47,6
Public Rack - Indiana Ave & 111th St,casual,7,23.142857142857142,52,6
Public Rack - Central Park & Bryn Mawr,member,7,13.285714285714285,25,2
Public Rack - Kedzie Ave & Pershing Rd,casual,7,29.285714285714285,85,1
Public Rack - Laporte Ave & Armitage Ave,casual,7,5.5714285714285712,17,1
Public Rack - Western Ave & 111th St - SW,casual,7,10.428571428571427,24,4
Public Rack - Western Ave & 104th St - East,casual,7,4.5714285714285712,8,2
Orange & Addison,member,7,9.8571428571428577,16,4
Pulaski Rd & 60th St,member,7,7.5714285714285721,17,3
Public Rack - Vincennes Ave & 95th St,casual,7,23.000000000000004,84,3
Public Rack - Evans Ave & 63rd St,casual,7,17.714285714285712,56,1
Public Rack - Jeffery Blvd & 67th St,casual,7,13.142857142857142,35,7
Public Rack - Albany Ave & 63rd St,casual,7,6.8571428571428577,14,2
Public Rack - Lamon Ave & Archer Ave,casual,7,17.0,38,7
Public Rack - Kostner Ave & Lake St,casual,7,47.428571428571431,271,4
Public Rack - Western Ave & 118th St,casual,7,7.7142857142857144,14,3
Artesian Ave & Marquette Rd,member,7,21.285714285714288,39,2
Public Rack - Irving Park Rd & Parkside Ave,casual,7,14.857142857142858,24,6
Public Rack - Elston Ave & Kenneth Ave,member,7,21.285714285714285,32,2
Public Rack - Bernard St & Foster Ave,member,7,10.571428571428571,23,3
Public Rack - Neva & Foster,casual,7,10.571428571428573,20,1
Public Rack - Cicero & 64th,casual,7,9.4285714285714288,20,4
Base - 2132 W Hubbard,member,7,9.5714285714285712,18,4
Public Rack - Ada St & 95th St,member,7,68.428571428571431,164,3
Public Rack - California & 87th,casual,7,24.999999999999996,48,8
Public Rack - Sacramento & 71st,casual,7,30.285714285714285,52,10
Public Rack - Kedzie Ave & 63rd St,member,7,15.428571428571429,44,1
Public Rack - Leland Ave & Melvina Ave,casual,7,12.714285714285714,28,6
Public Rack - Chase Ave & Touhy Ave - NE,casual,7,7.2857142857142856,13,3
Public Rack - Christiana Ave & Bryn Mawr Ave,casual,7,26.428571428571427,144,4
Paulina Ave & 87th St,casual,7,19.142857142857142,54,1
Public Rack - Artesian & 71st,casual,7,26.428571428571431,55,5
Public Rack - Leader & Caldwell,member,7,21.142857142857142,32,12
Public Rack - Mackinaw Ave & 85th St,member,7,8.2857142857142865,17,3
Public Rack - Central Park & Peterson,casual,7,11.571428571428571,29,1
Public Rack - Marshfield Ave & 45th St,member,7,11.142857142857144,17,5
Public Rack - Chase Ave & Touhy Ave - NE,member,7,9.0,14,1
Public Rack - Mango & Higgins,casual,7,17.714285714285715,29,4
Public Rack - California Ave & Marquette Rd,member,7,13.428571428571429,30,3
Public Rack - Francisco Ave & Touhy Ave,casual,7,11.428571428571429,38,5
Public Rack - Ashland Ave & 76th St,member,7,13.571428571428573,24,5
Public Rack - Newcastle Ave & Belmont Ave,casual,7,10.857142857142858,29,3
Public Rack - Menard Ave & Dakin St - midblock,member,7,13.714285714285714,24,1
Public Rack - Kolin Ave & Archer Ave,casual,7,9.5714285714285712,29,1
Public Rack - Minnehaha Ave & Devon Ave,member,7,14.571428571428573,49,3
Public Rack - Drake Ave & Leland Ave,casual,7,10.285714285714286,16,2
Keeler Ave & Roosevelt Rd,member,7,13.000000000000002,40,2
Public Rack - Wolcott Ave & 61st St,member,7,21.571428571428573,55,2
Menard Ave & North Ave,member,6,13.666666666666666,18,1
Kilbourn Ave & Belden Ave,casual,6,16.0,23,7
Public Rack - State St & 47th st,member,6,13.0,32,7
Public Rack - Kostner & Bryn Mawr,casual,6,16.833333333333332,38,6
Public Rack - Rockwell & 111th St,casual,6,8.3333333333333321,16,4
Public Rack - St Louis & Columbus,casual,6,25.833333333333336,103,1
Public Rack - Ashland Ave & 63rd St,casual,6,5.5,9,3
Public Rack - Ashland Ave & 63rd St,member,6,7.666666666666667,27,1
Public Rack - Emerald Ave & 43rd St,casual,6,16.333333333333336,29,4
Public Rack - Jeffrey Blvd & 71st St,casual,6,28.333333333333336,108,2
Public Rack - Lawndale Ave & 63rd St,casual,6,12.333333333333332,23,3
Public Rack - Ozark Ave & Addison St,casual,6,10.333333333333332,23,3
Public Rack - W. Talcott & N. Oriole,casual,6,10.333333333333334,20,3
Public Rack - Hamlin Ave & Madison St,casual,6,15.166666666666668,28,1
Public Rack - Kedvale Ave & 63rd St W,casual,6,19.666666666666664,68,5
Public Rack - Lake Park Ave & 47th St,member,6,5.166666666666667,7,4
Public Rack - Menard Ave & Belmont Ave,member,6,13.833333333333334,35,3
Public Rack - Newcastle Ave & Belden Ave,casual,6,17.166666666666664,29,7
Public Rack - Spaulding Ave & Foster Ave,casual,6,7.0,21,1
Washtenaw Ave & Madison St,member,6,11.333333333333332,20,2
Public Rack - Houston Ave & 131st St,member,6,19.833333333333332,36,1
Public Rack - Chappel Ave & 71st St,member,6,34.666666666666671,67,2
Public Rack - Kimbark Ave & 63rd St,casual,6,6.0,16,2
Public Rack - Damen Ave & 47th St,member,6,11.0,20,3
Public Rack - Kedvale Ave & Addison St,casual,6,19.333333333333332,35,13
Public Rack - King Dr & 71st St,casual,6,15.166666666666666,28,4
Public Rack - Kostner Ave & Wrightwood Ave,casual,6,11.333333333333332,27,3
Public Rack - Central & Leland,casual,6,22.666666666666664,53,10
Public Rack - Northwest Hwy & Bryn Mawr,member,6,5.333333333333333,8,1
Public Rack - Mango & Higgins,member,6,23.833333333333332,43,4
Public Rack - Peterson Park,member,6,21.5,42,7
Public Rack - Wood St & 47th St,member,6,9.8333333333333321,22,2
Public Rack - Bell Ave & 95th St,casual,6,24.166666666666664,85,9
Public Rack - Halsted St & 111th St,member,6,5.5,10,3
Public Rack - Milwaukee Ave & Warner Ave,casual,6,19.666666666666664,71,6
Public Rack - Newland Ave & Diversey Ave,casual,6,7.1666666666666661,18,3
Public Rack - California Ave & Touhy Ave - midblock,casual,6,12.666666666666666,18,6
Public Rack - Pulaski & Ardmore,member,6,27.833333333333336,61,11
Public Rack - Norwood Park Station ,casual,6,13.166666666666666,19,10
Public Rack - Western Ave & 118th St,member,6,17.5,31,4
Public Rack - Peterson Ave & Bernard Ave,member,6,16.0,23,5
Public Rack - Langley Ave & 79th St,member,6,6.6666666666666661,11,5
Public Rack - Milwaukee Ave & Warner Ave,member,6,24.166666666666668,51,16
Kedzie Ave & Redfield Dr,member,6,21.0,46,5
Public Rack - Northwest Hwy & Neva Ave,member,6,23.333333333333336,39,4
Public Rack - Western Ave & 111th St - NW,casual,6,9.5,23,4
Public Rack - Normandy Ave & Archer Ave,casual,6,8.8333333333333339,16,3
Lavergne Ave & Division St,member,6,12.0,28,7
Public Rack - Mason & Archer,casual,6,14.166666666666668,35,6
Carpenter St & 63rd St,casual,5,21.0,63,5
Plainfield & Irving Park,member,5,22.4,46,8
Public Rack - Piotrowski Park,casual,5,11.8,21,4
South Chicago Ave & Elliot Ave,casual,5,27.2,68,11
Public Rack - Hermitage & 83rd St,casual,5,45.8,66,26
Public Rack - 63rd & Western Ave S,member,5,7.4,16,2
Public Rack - Kedzie Ave & 60th St,casual,5,8.2,11,5
Public Rack - Saginaw Ave & 93rd St,casual,5,26.200000000000003,73,1
Public Rack - Kedzie Ave & 61st Pl W,member,5,19.4,48,3
Public Rack - Kinzua Ave & Devon Ave,member,5,8.2,20,2
Public Rack - Cottage Grove & 85th St,member,5,5.0,10,1
Public Rack - Pullman - Planet Fitness,casual,5,11.2,15,4
Public Rack - Western Ave & Jarvis Ave,casual,5,24.8,69,8
Public Rack - Kedzie Ave & 64th St - SW,member,5,28.2,94,6
Public Rack - Laramie Ave & Warwick Ave,member,5,10.6,19,5
Public Rack - Kedvale Ave & Avondale Ave,casual,5,11.8,23,1
Public Rack - Hiawatha Ave & Minnehaha Ave,member,5,22.0,48,5
Public Rack - Christiana Ave & Lawrence Ave,casual,5,9.4,17,4
Public Rack - Lavergne Ave & Belle Plaine Ave,member,5,6.8,11,4
Public Rack - Robert Fulton Elementary School,casual,5,19.6,59,3
Public Rack - Austin Branch Chicago Public Library,member,5,15.0,37,1
Public Rack - 2302 S Pulaski Rd,casual,5,3.8,7,2
Public Rack - Ewing Ave & Indianapolis Ave,casual,5,16.6,30,5
Public Rack - Justine St & 87th St,member,5,22.8,50,3
Public Rack - Commercial Ave & 89th St,member,5,20.8,61,3
Public Rack - Western Ave & 79th St,casual,5,10.0,17,2
Public Rack - Harriet E Sayre Public School,casual,5,13.6,52,1
Public Rack - Nordica Ave & Addison St,casual,5,25.2,35,7
Public Rack - Cicero Ave & Belle Plaine Ave,casual,5,12.4,16,5
Public Rack - Leoti Ave & Central Ave (south),casual,5,15.4,23,11
Public Rack - Oketo & Talcott,casual,5,6.2,13,3
Public Rack - Harlem & Summerdale,member,5,12.2,20,3
Public Rack - Forest Glen Station ,member,5,17.0,25,1
Public Rack - Colfax Ave & 83rd St,member,5,19.2,33,9
Public Rack - Ashland Ave & 83rd St,member,5,11.8,24,4
Public Rack - Ozanam Ave & Devon Ave,member,5,14.6,38,4
Public Rack - Western Ave & 107th St,casual,5,9.4,22,3
Public Rack - Linder Ave & Archer Ave,member,5,8.0,11,5
Public Rack - Northwest Hwy & Bryn Mawr,casual,5,22.2,50,5
Public Rack - Garfield Park Conservatory,member,5,17.6,29,10
Columbus Ave & 79th St,casual,5,16.4,27,6
Public Rack - Strohacker Park,casual,5,8.8,18,3
Public Rack - Homan Ave & Lake St,member,5,9.4,16,1
Campbell Ave & Montrose Ave (Temp),casual,5,20.4,43,10
Public Rack - Ewing Ave & 106th St,casual,5,12.8,22,4
Public Rack - Cottage Grove & 86th St,casual,5,6.2,12,1
Public Rack - Kenneth Ave & 63rd St W,casual,5,5.4,12,3
Public Rack - Elston Ave & Gunnison St,member,5,18.0,43,3
Public Rack - Pittsburgh Ave & Irving Park,casual,5,26.2,57,9
Public Rack - Panama Ave & Forest Preserve Ave,casual,5,21.8,41,2
Public Rack - Cicero Ave & Cortland St - midblock,member,5,20.0,59,4
410,member,5,18.0,32,5
Major Ave & Bloomingdale Ave,member,5,73.4,317,5
Public Rack - Kimbark Ave & 67th St,casual,5,14.0,21,7
Bennett Ave & 79th St,member,5,13.0,25,8
Public Rack - Fullerton Ave & Lavergne Ave,member,5,11.0,25,1
Public Rack - Kostner & 83rd,member,5,17.0,34,1
Public Rack - Rutherford & 53rd,casual,5,11.2,30,5
Public Rack - Nordica Ave & Higgins Ave,casual,5,16.0,19,13
Public Rack - Wentworth Ave & 79th St,member,5,8.0,9,7
Public Rack - Western Ave & 104th St - East,member,5,10.8,29,5
W 103rd St & S Avers Ave,member,5,11.2,19,1
Public Rack - Minnehaha Ave & Devon Ave,casual,5,8.4,16,1
Public Rack - Kedzie Ave & 61st Pl E,member,5,13.6,30,2
Public Rack - Pulaski Rd & Stevens Ave,member,5,15.2,22,8
Public Rack - Cicero Ave & Wellington Ave,member,5,15.4,26,8
Damen Ave & 81st St,member,5,11.8,18,8
Public Rack - California Ave & Touhy Ave - SW,member,5,9.0,17,4
Public Rack - Loomis St & 87th St,casual,5,17.2,26,4
Kedzie Ave & 24th St (Temp),casual,5,37.0,91,2
Public Rack - Abbott Park,member,5,7.6,9,7
Public Rack - Newcastle & Archer,casual,5,21.0,44,5
Public Rack - Brighton Park Branch Chicago Library,casual,5,14.4,49,1
Public Rack - Damen & 81st,casual,4,41.5,77,29
Public Rack - Nagel & Higgins,member,4,18.5,35,8
Public Rack - Neenah & Archer,casual,4,15.0,24,8
South Chicago Ave & Elliot Ave,member,4,22.25,36,11
Public Rack - Kenton & Lawrence,casual,4,11.0,19,3
Public Rack - S Menard & W 63rd,member,4,15.250000000000002,31,3
Public Rack - Harlem and W. 59th,member,4,10.25,18,2
Public Rack - Ewing Ave & 99th St,member,4,9.5,14,6
Public Rack - Loomis Blvd & 47th St,member,4,11.25,19,2
Public Rack - Pratt Ave & Odell Ave,casual,4,33.0,100,4
Public Rack - Longwood Dr & 111th St,member,4,9.5,15,6
Public Rack - Marquette Rd & 67th St,casual,4,7.75,17,2
Public Rack - Osceola Ave & Touhy Ave,casual,4,12.25,17,3
Public Rack - Chase Ave & Touhy Ave - NW,member,4,6.0,9,4
Public Rack - 63rd Pl & Narraganssett Ave,member,4,16.25,33,1
Public Rack - The Montessori School of Englewood,member,4,14.75,28,2
Public Rack - California Ave & Touhy Ave - SW,casual,4,9.0,15,6
Public Rack - Narragansett Ave & Fullerton Ave,member,4,20.75,68,3
Public Rack - McVicker Ave & Grand Ave,casual,4,18.25,60,1
Public Rack - Baltimore Ave & 132nd St,casual,4,8.5,16,3
Public Rack - West Chatham Park,casual,4,9.75,20,2
Public Rack - New England Ave & Grace St,casual,4,8.25,25,1
Public Rack - Christiana Ave & Bryn Mawr Ave,member,4,20.5,45,2
Public Rack - East End Ave & 87th St,casual,4,7.75,10,3
Public Rack - Emerald Ave & 43rd St,member,4,8.75,22,3
Public Rack - Woodlawn Ave & 63rd St S,member,4,6.25,9,3
Public Rack - Fullerton Ave & Lavergne Ave,casual,4,9.75,14,5
Public Rack - Ashland Ave & 83rd St,casual,4,38.25,95,10
Vernon Ave & 107th St,member,4,14.25,33,3
Public Rack - Miami Ave & Milwaukee Ave,casual,4,25.25,46,9
Public Rack - Northwest Hwy & Neva Ave,casual,4,13.75,24,5
Public Rack - Harlem & Palatine,member,4,9.0,14,4
Public Rack - Oketo & Northwest Hwy,casual,4,13.0,30,7
Public Rack - Canfield & Victoria,casual,4,13.5,25,1
Public Rack - Pulaski & 74th,casual,4,14.0,23,6
Public Rack - Homan & 77th,casual,4,21.0,39,12
Public Rack - Norwood Park,casual,4,17.0,23,7
Public Rack - Bell Ave & 95th St,member,4,12.0,35,3
Public Rack - Rockwell Ave & 71st St,casual,4,11.25,23,6
Public Rack - Central Park & Peterson,member,4,11.5,19,4
Public Rack - Kedzie Ave & 54th St - SW,member,4,6.25,9,5
Kedzie Ave & 83rd St,casual,4,22.25,25,21
Public Rack - State St & 47th st,casual,4,7.25,11,2
Public Rack - Morgan St & 95th St,member,4,4.0,5,3
Public Rack - Karlov Ave & 26th St,casual,4,6.75,11,1
Public Rack - Kinzua Ave & Devon Ave,casual,4,54.5,87,21
Public Rack - Ottowa Ave & Touhy Ave,casual,4,15.0,40,2
Public Rack - Marquette Ave & 83rd St,casual,4,12.75,20,6
Public Rack - Norwood Park,member,4,21.75,59,7
Public Rack - McVicker & 52nd,casual,4,25.5,52,11
Public Rack - Halsted St & 76th St,member,4,21.75,57,5
Public Rack - Pullman Community Center,member,4,26.5,29,23
Public Rack - Keeler Ave & 26th St,casual,4,6.75,9,4
Public Rack - Roscoe St & Osceola Ave,member,4,8.0,21,3
Public Rack - Francisco Ave & Touhy Ave,member,4,10.25,14,7
Public Rack - Langley Ave & 79th St,casual,4,23.25,43,6
Public Rack - Aida Food Market,casual,4,8.5,15,6
Public Rack - 532 E 43rd St,member,4,17.25,33,4
Public Rack - Lake Shore Dr & Hayes Dr,member,4,29.25,61,9
Public Rack - Garfield Park Conservatory,casual,4,15.5,23,8
Public Rack - Milwaukee Ave & Leland Ave,member,4,19.5,34,9
Public Rack - Oak Park & Higgins,casual,4,14.75,29,6
Public Rack - S. Kilpatrick and W. 79th,member,4,30.25,51,10
Public Rack - Chopin Park,member,4,10.5,16,7
Public Rack - Komensky Ave & 26th St,casual,4,8.0,14,3
Kedzie Ave & 24th St (Temp),member,4,25.75,73,6
Public Rack - Bishop St & 46th St,casual,4,43.25,59,33
Public Rack - Kedzie Ave & 64th St - SE,casual,4,6.75,9,1
Altgeld Gardens,member,4,12.5,27,1
Public Rack - Talman Ave & 51st St,casual,4,5.0,7,2
Public Rack - Irving Park Rd & Menard Ave,member,4,11.5,19,3
Public Rack - Irving Park Rd & Parkside Ave,member,4,8.0,11,5
Public Rack - Prairie Ave & 85th St,casual,4,17.25,30,2
Public Rack - Kedzie & 71st,casual,3,11.666666666666666,16,9
Public Rack - Linder & 51st,member,3,14.666666666666666,25,8
Public Rack - Western & 74th,casual,3,27.0,71,5
Public Rack - Austin & Higgins,member,3,20.333333333333332,40,7
Public Rack - Damen Ave & 80th St,casual,3,11.0,11,11
Public Rack - Pulaski Rd & 51st Rd,member,3,6.6666666666666661,12,3
Public Rack - Loomis Blvd & 47th St,casual,3,9.3333333333333339,15,6
Public Rack - Higgins Ave & Neva Ave,casual,3,11.666666666666666,15,8
Public Rack - Mason Ave & Archer Ave,casual,3,9.6666666666666679,18,2
Public Rack - Maplewood Ave & 63rd St,casual,3,22.666666666666664,45,10
Public Rack - Mobile Ave & Archer Ave,member,3,22.333333333333332,34,6
Public Rack - Nina Ave & Avondale Ave,member,3,13.0,18,3
Public Rack - Spaulding Ave & 71st St,member,3,22.0,27,18
"Public Rack - Senka ""Edward Duke"" Park",member,3,5.0,6,3
Public Rack - Central Park Ave & 16th St,casual,3,41.0,102,1
Public Rack - Central Park Ave & Ogden Ave,member,3,24.0,43,8
Public Rack - Lorel Ave & Chicago Ave,casual,3,9.0,11,7
Public Rack - Central Ave & North Ave,member,3,13.0,18,10
Public Rack - Wabash Ave & 87th St,casual,3,10.666666666666668,17,6
Public Rack - Western Ave & 111th St - SW,member,3,10.0,11,9
Public Rack - Chappel Ave & 71st St,casual,3,7.6666666666666661,11,4
Public Rack - Kedzie Ave & Pershing Rd,member,3,17.333333333333332,32,6
Public Rack - Western Ave & 106th St - West,casual,3,18.333333333333332,26,5
Public Rack - Lake Shore Dr & Hayes Dr,casual,3,61.0,115,11
Public Rack - Peterson Ave & Drake Ave,member,3,24.666666666666668,47,3
Public Rack - Brainerd Park,member,3,22.333333333333332,37,12
Public Rack - Whipple St & 63rd St,casual,3,9.3333333333333339,13,5
Public Rack - Kedvale Ave & 63rd St W,member,3,8.0,15,3
Public Rack - Normandy Ave & Archer Ave,member,3,16.0,28,8
Public Rack - Irving Park Rd & Melvina Ave,casual,3,19.666666666666664,41,9
Public Rack - Montrose Ave & Lavergne Ave,casual,3,9.0,16,1
Public Rack - Devon Ave & Central Ave,casual,3,24.333333333333332,41,12
Public Rack - Western & 79th,member,3,11.0,21,3
Western Ave & 62nd St,member,3,14.333333333333332,25,5
Public Rack - Damen & 87th,casual,3,51.0,78,11
Public Rack - Lawndale & 63rd St,casual,3,17.0,24,4
Public Rack - Homan Ave & Roosevelt,member,3,33.333333333333336,56,8
Public Rack - Stewart Ave & 123rd St,member,3,17.333333333333332,29,11
Public Rack - W. Talcott & N. Oriole,member,3,15.333333333333334,21,4
Public Rack - Cottage Grove & 84th St,member,3,26.0,76,1
Public Rack - Rutherford Ave & Belmont Ave,member,3,16.0,18,13
Public Rack - Western Ave & 104th St - West,member,3,20.0,30,4
Public Rack - Lavergne Ave & Belle Plaine Ave,casual,3,40.0,74,5
Public Rack - Austin Branch Chicago Public Library,casual,3,9.0,14,3
Public Rack - Imlay & Milwaukee,member,3,34.0,82,10
Public Rack - Ewing Ave & 99th St,casual,3,4.333333333333333,5,3
Public Rack - Halsted St & 41st St,casual,3,13.666666666666666,23,8
Public Rack - Pulaski Rd & Lake St,member,3,17.0,22,8
Public Rack - Richard Daley College,member,3,21.0,34,5
Public Rack - 56th St & Mulligan Ave,member,3,8.3333333333333339,11,5
Public Rack - East End Ave & 87th St,member,3,23.333333333333332,32,16
Public Rack - Exchange Ave & 73rd Pl,casual,3,14.333333333333334,35,2
Public Rack - Ozanam Ave & Devon Ave,casual,3,9.0,18,3
Public Rack - Ewing Ave & 106th St NW,casual,3,16.666666666666668,39,4
Public Rack - Ewing Ave & 106th St NW,member,3,5.333333333333333,8,3
Public Rack - Montrose Ave & Lavergne Ave,member,3,7.666666666666667,15,3
Public Rack - Kildare Ave & Washignton Blvd,member,3,21.666666666666664,30,11
Public Rack - William J Onahan Public School,casual,3,37.333333333333329,56,27
Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,member,3,25.666666666666668,35,10
Public Rack - Artesian & 71st,member,3,18.333333333333332,49,1
Public Rack - Kimbark Ave & 67th St,member,3,5.666666666666667,8,3
Public Rack - Western Ave & 98th St,casual,3,12.333333333333334,31,2
Public Rack - Eberhart Ave & 61st St,casual,3,22.333333333333336,57,2
Public Rack - Commercial Ave & 89th St,casual,3,6.0,10,2
Public Rack - Milwaukee Ave & Waveland Ave,casual,3,15.0,36,3
Public Rack - Kedzie Ave & 54th Pl,casual,3,7.0,12,4
Public Rack - Menard Ave & Agusta Blvd,casual,3,27.0,33,19
Public Rack - Newcastle Ave & Belmont Ave,member,3,7.0,12,4
Public Rack - Kedvale Ave & Peterson Ave,casual,3,47.333333333333336,62,31
Public Rack - Western Ave & 111th St - SE,member,3,9.0,12,3
Public Rack - Justine St & 87th St,casual,3,14.666666666666666,32,5
Public Rack - Kedzie & 103rd St - W,casual,3,27.0,40,13
Public Rack - Brighton Park Branch Chicago Library,member,3,19.666666666666668,41,8
Public Rack - Grand Ave & North Ave,casual,3,13.0,23,7
Public Rack - Peterson Ave & Milwaukee Ave,member,3,10.666666666666668,14,5
Public Rack - Canfield & Victoria,member,3,33.666666666666664,45,24
Public Rack - Odell & Talcott,member,3,9.0,19,2
Public Rack - Pulaski & Ardmore,casual,3,24.333333333333336,35,10
Public Rack - Halsted St & 41st St,member,3,17.0,27,9
Public Rack - Legler Regional Library,member,3,17.333333333333336,36,7
Public Rack - Albany Ave & 111th St - NW,casual,3,6.0,7,5
Public Rack - Newcastle Ave & Belden Ave,member,3,41.333333333333336,80,19
Public Rack - Touhy Ave & Oconto Ave,member,3,44.666666666666664,77,13
Public Rack - 83rd Pl & Kedzie Ave N,casual,3,10.666666666666666,15,3
Public Rack - Halsted St & 102nd St,casual,3,5.0,6,4
Public Rack - Kildare Ave & Division St,casual,3,8.3333333333333339,20,1
Public Rack - Harlem and W. 59th,casual,3,35.333333333333329,52,2
Public Rack - Laflin St &51st ST,casual,3,15.666666666666668,24,3
Public Rack - Hoyne Ave & 51st St,casual,3,7.666666666666667,10,4
Public Rack - Halsted St & 109th St,member,3,4.0,4,4
Public Rack - East End Ave & 75th St,casual,3,58.0,118,16
Public Rack - Cottage Grove Ave & 87th St,casual,3,12.666666666666666,22,3
Parkside Ave & Armitage Ave,member,3,15.0,26,8
Public Rack - Avers Ave & Ogden Ave,member,3,21.333333333333336,28,13
Public Rack - Perry Ave & 111th St,member,3,6.0,8,4
Public Rack - Pulaski Rd & 15th St,casual,3,9.0,24,1
Public Rack - Ashland Ave & 71st St,member,3,5.0,9,2
Public Rack - Indiana Ave & 111th St,member,3,2.333333333333333,5,1
Public Rack - Overhill Ave & Touhy Ave,member,3,19.666666666666664,39,7
Public Rack - Hiawatha Park,casual,3,14.333333333333334,18,8
Public Rack - Mont Clare Ave & Higgins Ave,member,3,21.666666666666668,51,5
Public Rack - Pullman - Ross Dress for Less,casual,3,12.333333333333334,13,12
Kostner Ave & Belmont Ave,casual,3,23.666666666666668,63,3
Public Rack - Lake Park Ave & 47th St,casual,3,15.333333333333334,22,7
Public Rack - Oak Park & Higgins,member,3,56.666666666666671,128,6
Public Rack - King Dr & 83rd St,member,3,8.0,13,3
Public Rack - Homan Ave & Lake St,casual,3,6.3333333333333339,10,2
S Michigan Ave & E 118th St,member,3,73.333333333333343,196,9
State St & 123rd St,member,2,9.0,15,3
Paulina Ave & 87th St,member,2,42.5,79,6
Leamington Ave & Hirsch St,member,2,19.0,28,10
Public Rack - Mozart & 79th,casual,2,27.5,29,26
Public Rack - Ford City Mall,member,2,64.5,66,63
Public Rack - Western & 74th,member,2,9.5,16,3
Public Rack - California & 82nd,casual,2,17.5,31,4
Public Rack - Kostner & Peterson,casual,2,16.0,23,9
Public Rack - Halsted St & 63rd St,member,2,13.5,22,5
Public Rack - Paxton Ave & 79th St,member,2,15.5,25,6
Public Rack - Harvey Ave & North Ave,casual,2,8.5,10,7
